"grp"	"day"
"12"	"ho,345,oo,15,ho,260,oo,95,ho,725"
"12"	"ho,230,oo,100,ho,330,oo,35,hw,105,ho,640"
"12"	"ho,170,oo,160,ww,30,wo,30,ww,20,wo,20,ww,50,oo,90,wo,15,ww,45,oo,40,ho,70,oo,40,ho,660"
"12"	"ho,210,hw,27,ho,143,oo,20,ho,135,oo,35,ow,280,oo,50,ho,105,oo,145,ho,290"
"12"	"ho,160,oo,145,ww,205,wo,5,ww,325,oo,15,ho,15,oo,30,ho,540"
"12"	"ho,325,oo,224,wo,11,ww,220,wo,90,ww,30,oo,45,ho,495"
"12"	"ho,250,oo,270,ho,240,oo,65,ho,615"
"12"	"ho,180,oo,10,ho,32,oo,38,ww,270,wo,10,ww,150,oo,45,ho,120,hw,75,ho,510"
"12"	"ho,353,oo,7,ow,75,oo,215,ww,10,wo,15,ww,120,oo,50,ho,25,oo,24,ho,546"
"12"	"ho,210,oo,30,ww,300,wo,60,ww,210,wo,120,ww,30,oo,30,ow,90,oo,140,ho,220"
"12"	"ho,60,oo,5,ho,235,oo,39,ho,81,hw,3,ho,177,oo,60,ho,60,oo,60,ho,230,hw,70,ho,360"
"12"	"ho,570,hw,90,oo,88,ho,77,oo,375,ho,240"
"12"	"ho,196,oo,14,ww,165,wo,5,ww,300,ho,100,oo,20,ho,85,oo,284,ho,271"
"12"	"ho,185,oo,10,ww,315,wo,15,ww,287,oo,18,ho,610"
"12"	"ho,176,oo,29,ww,545,oo,120,ho,50,ow,85,oo,40,ho,395"
"12"	"ho,165,hw,75,oo,30,ow,125,oo,96,wo,199,ww,90,oo,20,ho,10,oo,19,ho,611"
"12"	"ho,150,oo,30,ho,30,oo,37,ho,53,oo,1,ww,309,oo,35,ho,310,oo,124,ho,1,hw,30,ho,330"
"12"	"ho,480,oo,60,ow,15,oo,15,ww,300,oo,10,ho,560"
"12"	"ww,480,wo,40,ww,155,oo,30,ww,225,oo,104,ho,406"
"12"	"ho,240,hw,420,oo,140,ho,640"
"12"	"ho,300,oo,500,ho,20,hw,45,oo,80,ho,495"
"12"	"ho,270,oo,2,ww,218,wo,20,ww,210,oo,60,ho,315,hw,5,ho,340"
"12"	"ho,150,oo,75,ho,75,oo,135,ho,217,oo,143,ho,645"
"12"	"ho,240,oo,64,ho,1136"
"12"	"ho,270,oo,8,ww,232,wo,10,ww,160,oo,155,ho,67,hw,33,ho,505"
"12"	"ho,40,oo,37,wo,10,ww,393,wo,90,ww,150,oo,70,hw,177,ho,473"
"12"	"ho,210,oo,15,ww,255,wo,60,ww,330,oo,20,ho,550"
"12"	"ho,525,hw,315,ho,600"
"12"	"ho,315,oo,75,ww,60,wo,25,ww,5,wo,30,ww,30,oo,170,ho,730"
"12"	"ho,165,oo,15,ww,510,oo,130,ho,620"
"12"	"ho,160,oo,25,ww,295,wo,30,ww,150,oo,55,ho,5,oo,285,ho,435"
"12"	"ho,181,oo,44,ww,315,wo,45,ww,195,oo,270,ho,390"
"12"	"ho,130,oo,5,ho,25,oo,50,ww,120,wo,15,ww,150,wo,45,ww,225,oo,105,ho,570"
"12"	"ho,210,oo,15,wo,15,ww,60,oo,37,ww,398,oo,97,ho,608"
"12"	"ho,210,oo,20,ww,280,wo,30,ww,120,oo,5,ho,775"
"12"	"ho,45,oo,38,wo,4,ww,543,oo,225,ho,585"
"13"	"ho,705,oo,105,ho,270,oo,60,ho,300"
"13"	"ho,630,oo,30,ho,19,oo,37,ho,724"
"13"	"ho,205,oo,15,ww,520,oo,25,ow,15,oo,185,ho,475"
"13"	"ho,450,oo,85,ww,185,oo,32,ho,688"
"13"	"ho,181,hw,602,ho,657"
"13"	"ho,166,oo,11,ww,453,oo,120,ho,690"
"13"	"ho,795,oo,174,ho,471"
"13"	"ho,210,oo,300,wo,60,ww,60,oo,90,ww,75,oo,15,ho,110,oo,70,ww,165,oo,75,ho,210"
"13"	"oo,45,ww,465,wo,30,oo,77,ww,103,wo,20,ww,375,oo,27,ho,298"
"13"	"ho,300,oo,405,ho,735"
"13"	"ho,180,oo,10,ww,230,wo,5,ww,85,wo,30,ww,30,oo,62,ho,808"
"13"	"ho,240,oo,40,ww,162,wo,8,ww,30,wo,30,ww,30,wo,15,ww,465,oo,10,ho,60,oo,5,ho,345"
"13"	"ho,315,oo,265,wo,50,oo,45,ho,165,oo,314,ho,286"
"13"	"ho,285,oo,105,ww,495,oo,227,ho,328"
"13"	"oo,22,ww,458,wo,30,ww,150,wo,15,oo,25,ho,110,oo,65,ho,565"
"13"	"ho,240,oo,384,ho,306,oo,25,ho,485"
"13"	"ho,180,oo,15,ww,130,wo,5,ww,270,oo,40,ho,23,oo,317,ww,100,wo,15,ww,345"
"13"	"ho,350,oo,60,ho,100,hw,150,ho,780"
"13"	"ho,410,oo,345,ho,238,oo,147,ho,300"
"13"	"ho,228,oo,66,ho,126,oo,45,ow,2,oo,103,wo,30,ww,90,oo,30,ho,30,oo,6,ho,24,oo,175,ho,485"
"13"	"ho,542,oo,176,ho,722"
"13"	"ho,80,oo,15,ww,325,wo,15,ww,114,oo,1,ho,80,oo,15,ho,325,oo,200,ho,270"
"13"	"ho,215,oo,55,ww,180,wo,45,ww,135,oo,50,ho,40,oo,55,ho,50,hw,165,ho,450"
"13"	"ho,345,hw,195,ho,15,oo,198,ww,357,oo,25,ho,305"
"13"	"ho,245,oo,180,ho,390,oo,150,ho,475"
"13"	"ho,150,ww,30,oo,22,ww,458,oo,20,ho,20,oo,70,ho,15,oo,75,ho,580"
"13"	"ho,855,oo,25,ho,560"
"13"	"ho,620,oo,131,ww,179,wo,60,ww,80,oo,20,ho,350"
"13"	"ho,1440"
"13"	"ho,525,oo,15,ho,900"
"13"	"ho,152,oo,28,ww,90,wo,20,ww,280,wo,30,ww,30,oo,130,ow,20,oo,25,ho,120,oo,126,ho,389"
"13"	"ho,730,oo,140,ho,570"
"13"	"ho,30,oo,20,ww,400,oo,180,ho,810"
"13"	"ho,165,oo,45,ww,240,oo,90,ho,90,oo,35,ho,775"
"13"	"ho,390,oo,295,ho,130,oo,160,ho,465"
"13"	"ho,925,oo,150,ho,365"
"13"	"ho,950,oo,127,ho,363"
"13"	"ho,630,oo,130,ho,680"
"13"	"ho,60,oo,5,ho,85,oo,22,wo,3,ww,155,wo,15,ww,135,wo,60,ww,420,oo,102,ho,378"
"13"	"ho,630,oo,5,hw,421,ho,384"
"13"	"ho,275,oo,85,ww,90,oo,14,ww,196,oo,329,ow,271,oo,30,ho,150"
"13"	"ho,90,oo,35,ow,205,oo,73,ho,201,oo,6,ho,830"
"13"	"ho,240,hw,15,oo,55,ho,1130"
"13"	"ho,185,oo,10,ho,75,oo,130,ho,160,oo,45,ho,835"
"13"	"ho,835,oo,129,ho,476"
"13"	"ho,60,oo,40,wo,10,ww,10,oo,5,ww,205,wo,60,ww,120,wo,30,ww,150,oo,45,ho,60,oo,60,ww,375,oo,25,ho,185"
"13"	"oo,20,wo,15,ww,115,oo,10,ww,155,wo,15,ww,105,wo,15,ww,270,oo,30,ho,85,oo,125,ho,480"
"13"	"ho,210,oo,15,ww,495,oo,7,ho,713"
"13"	"ho,630,oo,90,ho,36,oo,4,ho,64,oo,211,ho,30,oo,25,ho,350"
"13"	"ho,90,oo,35,ww,250,wo,15,ww,60,wo,65,oo,160,ho,765"
"13"	"ho,60,oo,60,ww,780,oo,20,ho,520"
"13"	"ho,150,oo,4,ww,206,wo,15,ww,225,oo,125,ho,715"
"13"	"ho,210,oo,50,ww,430,oo,50,ho,700"
"13"	"ho,165,oo,10,ww,365,wo,15,ww,795,oo,30,ho,60"
"13"	"ho,165,oo,280,ho,995"
"13"	"ho,156,oo,9,ww,135,wo,15,ww,315,oo,113,ho,697"
"13"	"ho,120,oo,30,ww,30,oo,12,ho,3,oo,516,ho,24,oo,115,ho,590"
"13"	"ho,160,oo,15,ww,245,oo,60,ww,120,wo,36,ww,84,wo,30,oo,10,ho,55,oo,10,ho,615"
"13"	"ho,810,oo,183,wo,87,ww,60,oo,7,ho,248,oo,30,ho,15"
"13"	"ho,225,oo,280,ww,5,oo,100,ho,147,oo,203,ho,480"
"13"	"ho,150,oo,55,ww,185,oo,70,wo,5,ww,135,oo,40,ww,140,oo,100,ho,560"
"13"	"ho,40,oo,15,ww,65,wo,50,ww,190,wo,15,ww,225,wo,75,ww,135,ho,630"
"13"	"ho,245,oo,268,hw,372,ho,555"
"13"	"ho,410,oo,112,ho,48,oo,145,ho,35,oo,20,ho,670"
"13"	"ho,275,oo,35,ho,60,oo,185,ho,75,oo,165,ho,645"
"13"	"ho,60,oo,15,ww,135,oo,50,ww,130,oo,90,ww,240,oo,115,ho,605"
"13"	"ho,515,oo,40,ho,55,oo,55,wo,10,ww,135,oo,18,ho,612"
"13"	"hw,345,ho,334,oo,41,ho,720"
"13"	"ho,100,oo,25,ho,115,oo,425,ww,55,wo,90,ww,270,oo,15,ho,345"
"13"	"ho,120,oo,15,ho,197,oo,68,ho,320,oo,50,ow,90,oo,40,ho,40,oo,170,ho,330"
"13"	"ho,230,oo,52,ww,48,wo,10,ow,145,ho,70,oo,75,ho,15,oo,7,ho,788"
"13"	"ho,270,oo,15,ww,195,wo,30,ww,300,oo,46,ow,235,ho,349"
"13"	"ho,209,oo,56,ho,425,hw,54,ho,696"
"13"	"ho,147,oo,3,ww,300,wo,11,ww,49,wo,30,ww,195,oo,25,wo,15,ww,350,oo,91,ho,224"
"13"	"ww,360,wo,15,ww,90,wo,10,ww,155,oo,42,ho,768"
"14"	"ho,330,oo,30,ww,105,wo,15,ww,190,oo,75,ho,695"
"14"	"ho,510,oo,120,ww,210,oo,30,ho,570"
"14"	"ho,276,oo,19,ww,125,wo,30,ww,30,wo,25,ww,245,wo,30,ww,30,oo,30,ho,110,hw,140,ho,350"
"14"	"ho,690,hw,30,ho,720"
"14"	"ho,120,oo,15,ww,525,oo,20,ho,130,oo,110,ho,520"
"14"	"ho,240,oo,166,ho,8,oo,181,ho,5,oo,12,wo,3,ww,85,oo,90,ww,110,oo,45,ho,495"
"14"	"ho,710,oo,60,ho,130,oo,40,ww,440,wo,30,ww,30"
"14"	"ho,270,oo,20,ww,520,oo,60,ho,141,hw,79,ho,350"
"14"	"ho,240,oo,110,ho,161,wo,29,ww,95,wo,40,ww,315,oo,15,ho,435"
"14"	"ho,375,oo,15,ww,30,oo,180,ho,39,oo,21,ho,280,oo,57,ho,443"
"14"	"ho,225,oo,15,ww,420,oo,35,ho,115,oo,60,ho,570"
"14"	"ho,160,oo,15,ww,245,wo,90,ww,240,wo,30,ww,210,oo,120,ho,330"
"14"	"ho,720,hw,60,oo,14,ho,151,hw,15,ho,480"
"14"	"ho,135,oo,60,wo,15,ow,170,oo,105,ww,55,wo,30,ww,150,oo,70,ho,650"
"14"	"ho,280,oo,30,ww,160,wo,10,ww,195,wo,36,ww,159,oo,15,ww,15,oo,130,ho,410"
"14"	"ho,195,oo,82,ww,443,wo,60,ww,30,oo,160,ho,470"
"14"	"ho,270,oo,155,ho,55,wo,60,ww,420,oo,65,ho,415"
"14"	"ho,330,oo,5,ho,85,oo,30,ho,150,oo,90,ho,35,oo,40,ho,60,oo,95,ww,257,oo,93,ho,170"
"14"	"ho,135,wo,3,ho,297,oo,170,ho,115,ww,450,oo,270"
"14"	"ho,220,oo,20,ho,60,oo,106,ho,234,oo,5,ho,195,hw,60,oo,60,ho,480"
"14"	"ho,105,oo,67,ww,668,oo,104,ho,141,oo,20,ho,335"
"14"	"ho,1440"
"14"	"ho,270,oo,20,ho,190,oo,30,ww,90,oo,45,hw,105,ho,690"
"14"	"ho,240,oo,25,ww,605,oo,135,ho,435"
"14"	"ho,255,oo,265,ow,285,ho,635"
"14"	"ho,165,oo,59,ww,286,oo,105,ho,825"
"14"	"ho,268,oo,152,ww,720,oo,300"
"14"	"ho,120,oo,10,wo,20,ww,360,wo,10,ww,110,wo,15,ww,135,wo,20,oo,295,ho,345"
"14"	"ho,300,oo,45,hw,15,ho,160,oo,50,ww,150,oo,43,ho,677"
"14"	"ho,45,oo,105,ww,330,wo,60,ww,30,oo,56,ww,34,oo,30,ho,30,hw,30,ho,15,oo,15,ho,100,oo,120,ho,440"
"14"	"oo,9,ho,381,oo,89,ho,46,oo,15,ww,165,oo,8,ww,127,oo,112,ho,488"
"14"	"ho,120,oo,9,ho,151,oo,80,ww,135,wo,15,ww,15,oo,65,ho,90,oo,217,ho,543"
"14"	"ho,290,oo,40,ww,60,wo,15,ww,135,wo,15,ww,225,oo,208,ho,52,oo,25,ho,375"
"14"	"ho,750,oo,129,ho,561"
"14"	"ho,480,oo,195,ho,279,oo,175,ho,311"
"14"	"ho,410,oo,10,ho,150,hw,150,oo,165,ho,555"
"14"	"ho,165,oo,15,ow,60,oo,20,ww,185,wo,35,ww,360,oo,260,ho,340"
"14"	"ho,215,oo,10,ww,135,wo,30,ww,135,oo,160,ho,5,oo,60,ho,162,hw,68,ho,460"
"14"	"ho,155,oo,18,ww,277,oo,135,ho,195,ww,30,oo,128,ho,502"
"14"	"ho,540,hw,30,ho,40,ww,20,wo,15,ww,75,oo,25,ww,65,oo,225,ho,15,oo,15,ho,375"
"14"	"ho,210,oo,50,ww,220,wo,30,ww,570,oo,20,ho,340"
"14"	"ho,410,oo,85,ww,315,oo,85,ho,32,oo,3,ho,510"
"14"	"ho,240,oo,135,ho,285,oo,15,ho,150,oo,31,ho,584"
"14"	"ho,255,oo,5,hw,190,ho,315,oo,45,ho,630"
"14"	"ho,235,oo,5,ww,270,oo,15,ho,575,oo,100,ho,240"
"14"	"ho,150,oo,34,ho,71,oo,200,ww,25,oo,30,ho,35,hw,145,ho,4,oo,11,ho,735"
"14"	"ho,1440"
"14"	"ho,202,oo,143,ww,135,wo,5,ww,115,oo,45,ho,267,hw,18,ho,510"
"14"	"ho,375,oo,110,ww,235,oo,110,ho,610"
"14"	"ho,1440"
"14"	"ho,60,ww,415,oo,90,ww,65,wo,15,ww,15,oo,60,ww,105,oo,31,ho,584"
"14"	"ho,240,oo,23,wo,37,ww,240,wo,20,ww,340,oo,130,ho,410"
"14"	"ho,135,ww,285,wo,40,ww,50,oo,1,ho,209,oo,13,ho,37,oo,35,ho,200,hw,75,ho,360"
"14"	"ho,220,oo,20,ww,210,oo,43,ho,47,ww,180,oo,128,ho,52,hw,60,ho,480"
"14"	"ho,1100,oo,80,ho,260"
"14"	"ho,250,oo,35,ww,45,oo,75,ho,460,oo,280,ho,295"
"14"	"ho,160,oo,30,ww,110,wo,15,ww,105,wo,90,ww,60,oo,240,ho,630"
"14"	"oo,9,ho,186,oo,90,ww,555,oo,45,ho,15,oo,40,ho,500"
"14"	"ho,390,oo,175,ho,103,oo,100,ww,72,oo,60,ho,60,hw,20,ho,460"
"14"	"ho,850,oo,200,ho,390"
"14"	"ho,240,oo,10,ww,590,oo,145,ho,455"
"14"	"oo,9,ho,181,oo,26,ww,24,oo,90,ww,150,oo,195,ho,10,oo,145,ho,45,oo,10,ho,555"
"14"	"ho,235,oo,35,ww,150,oo,60,ww,300,oo,20,ho,65,oo,30,ho,545"
"14"	"ho,165,oo,110,ww,180,wo,25,ww,285,wo,30,ww,117,oo,8,ho,520"
"14"	"ho,296,oo,254,ww,230,oo,20,ho,640"
"14"	"ho,35,oo,40,ww,675,oo,10,ho,680"
"14"	"ho,360,oo,85,wo,30,ww,35,wo,30,ww,60,wo,15,ww,225,oo,38,ho,12,oo,54,ho,496"
"14"	"ho,190,hw,355,ho,70,ww,135,oo,90,ho,600"
"14"	"ho,280,oo,75,ho,65,oo,95,ww,265,oo,100,ho,560"
"14"	"ho,210,oo,10,ww,200,wo,90,ww,270,oo,20,ho,640"
"14"	"ho,414,oo,26,ho,1000"
"14"	"ho,35,oo,70,ww,315,oo,22,wo,8,ww,345,oo,35,ho,610"
"14"	"ho,225,hw,165,ho,330,oo,60,hw,125,oo,37,ho,498"
"14"	"ho,675,hw,75,ho,90,oo,255,ho,345"
"14"	"ho,440,oo,30,wo,10,ww,150,wo,45,ww,105,oo,170,ho,490"
"15"	"ho,140,oo,10,ww,330,oo,60,ww,180,oo,60,ww,60,oo,174,ho,426"
"15"	"ho,120,oo,202,ho,273,oo,80,ho,765"
"15"	"ho,210,oo,46,ho,344,oo,20,ho,220,oo,22,ho,6,oo,97,ho,475"
"15"	"ho,240,oo,17,ww,463,oo,502,ho,218"
"15"	"ho,190,oo,20,ww,60,wo,34,ww,161,oo,35,ow,280,oo,200,ho,460"
"15"	"ho,150,oo,5,ww,325,wo,60,ww,165,oo,90,ho,645"
"15"	"ho,632,oo,153,ow,26,oo,29,ho,600"
"15"	"ho,355,oo,40,ho,135,hw,235,ho,5,oo,425,ho,245"
"15"	"ho,260,oo,145,ww,75,wo,60,ww,240,oo,10,ho,650"
"15"	"ho,120,oo,30,ww,300,oo,340,ho,30,oo,115,ho,505"
"15"	"ho,152,oo,71,ho,17,oo,66,ww,234,oo,45,hw,97,ho,758"
